DATA ENTRADA;DATA ULTIMA SAIDA;;LOJA/FILIAL;;;ADULTO/INFANTIL;;;GENERO;NUMERACAO/CALC;;ENTRADA ESTOQUE;TOTAL DE SAIDA;ID_PROD;NOME PROD;COLEÇÃO;;;VALOR UNITARIO;VALOR REPASSE
02/01/2017;02/02/2017;31;Infantil;;;adulto;;;feminino;36;;157;40;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/01/2017;26/01/2017;24;Infantil;;;infantil;;;feminino;17;;245;64;8259;TOALHA HAVAIANAS FUN                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/01/2020;05/02/2020;34;Infantil;;;adulto;;;unisex;46;;225;95;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
02/01/2017;02/02/2017;31;franquia;;;infantil;;;masculino;10;;255;90;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
02/01/2017;22/01/2017;20;franquia;;;infantil;;;feminino;11;;206;74;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
02/01/2017;08/02/2017;37;franquia;;;adulto;;;unisex;46;;106;80;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
02/01/2017;09/02/2017;38;franquia;;;adulto;;;masculino;39;;247;87;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
02/01/2017;23/01/2017;21;Infantil;;;infantil;;;masculino;20;;123;81;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
02/01/2017;01/02/2017;30;Infantil;;;adulto;;;feminino;37;;139;37;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2017;21/01/2017;19;Infantil;;;infantil;;;unisex;13;;298;74;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
02/01/2017;25/01/2017;23;Infantil;;;infantil;;;masculino;27;;215;90;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
02/01/2017;04/01/2017;2;Infantil;;;infantil;;;unisex;13;;277;82;8265;TOALHA HAVAIANAS ANIMALS N              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2017;19/01/2017;17;franquia;;;infantil;;;masculino;10;;225;54;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
02/01/2017;04/02/2017;33;franquia;;;infantil;;;masculino;17;;278;87;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
02/01/2017;31/01/2017;29;Infantil;;;adulto;;;masculino;45;;234;41;8265;TOALHA HAVAIANAS ANIMALS N              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2017;09/01/2017;7;Infantil;;;adulto;;;masculino;44;;284;49;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2017;15/01/2017;13;franquia;;;infantil;;;feminino;26;;275;43;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
02/01/2017;09/01/2017;7;franquia;;;adulto;;;feminino;36;;175;64;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
02/01/2020;07/01/2020;5;Infantil;;;infantil;;;masculino;24;;150;76;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
02/01/2017;17/01/2017;15;franquia;;;adulto;;;masculino;44;;182;74;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/01/2020;30/01/2020;28;franquia;;;infantil;;;masculino;13;;115;80;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
02/01/2017;29/01/2017;27;Infantil;;;infantil;;;unisex;13;;255;91;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2017;20/01/2017;18;franquia;;;infantil;;;masculino;26;;129;91;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/01/2020;24/01/2020;22;franquia;;;infantil;;;masculino;21;;275;41;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
02/01/2017;05/01/2017;3;Infantil;;;adulto;;;masculino;36;;54;41;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
03/01/2020;12/01/2020;9;franquia;;;adulto;;;masculino;39;;233;94;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 25,90 ; R$ 36,90 
03/01/2020;22/01/2020;19;Infantil;;;adulto;;;unisex;33;;97;69;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
03/01/2017;07/02/2017;35;Infantil;;;adulto;;;unisex;32;;88;55;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
03/01/2017;19/01/2017;16;franquia;;;infantil;;;feminino;15;;302;50;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2017;10/01/2017;7;Infantil;;;infantil;;;masculino;18;;214;86;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2017;26/01/2017;23;franquia;;;adulto;;;feminino;43;;170;47;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
03/01/2020;15/01/2020;12;Infantil;;;infantil;;;masculino;21;;287;43;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
03/01/2017;27/01/2017;24;Infantil;;;infantil;;;unisex;14;;170;43;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
03/01/2020;23/01/2020;20;franquia;;;adulto;;;unisex;34;;165;39;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
03/01/2017;07/02/2017;35;Infantil;;;adulto;;;unisex;31;;288;89;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
03/01/2017;24/01/2017;21;Infantil;;;infantil;;;masculino;16;;202;51;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2020;05/01/2020;2;franquia;;;infantil;;;unisex;20;;295;60;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
03/01/2017;11/01/2017;8;franquia;;;adulto;;;masculino;40;;307;57;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
03/01/2017;01/02/2017;29;franquia;;;adulto;;;masculino;33;;170;87;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
03/01/2020;07/02/2020;35;Infantil;;;infantil;;;feminino;28;;268;91;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
03/01/2020;30/01/2020;27;franquia;;;infantil;;;unisex;23;;101;43;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
03/01/2017;04/02/2017;32;Infantil;;;infantil;;;unisex;17;;295;44;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
03/01/2017;30/01/2017;27;franquia;;;infantil;;;masculino;28;;87;61;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2017;06/02/2017;34;Infantil;;;infantil;;;unisex;18;;123;92;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
03/01/2017;12/01/2017;9;franquia;;;infantil;;;feminino;23;;257;48;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
03/01/2017;29/01/2017;26;Infantil;;;infantil;;;masculino;27;;252;54;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
03/01/2017;28/01/2017;25;franquia;;;adulto;;;feminino;45;;172;46;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
03/01/2017;02/02/2017;30;Infantil;;;adulto;;;feminino;33;;234;94;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
03/01/2017;27/01/2017;24;franquia;;;adulto;;;unisex;30;;172;42;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
03/01/2017;11/01/2017;8;Infantil;;;adulto;;;unisex;37;;71;88;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2017;06/01/2017;3;franquia;;;infantil;;;unisex;26;;259;89;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
03/01/2017;21/01/2017;18;franquia;;;infantil;;;feminino;12;;118;66;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
03/01/2017;22/01/2017;19;franquia;;;infantil;;;feminino;25;;176;83;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
03/01/2020;02/02/2020;30;franquia;;;adulto;;;masculino;46;;119;52;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
03/01/2017;26/01/2017;23;Infantil;;;infantil;;;feminino;15;;100;78;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
03/01/2017;28/01/2017;25;franquia;;;adulto;;;masculino;38;;156;79;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
03/01/2017;25/01/2017;22;Infantil;;;adulto;;;unisex;36;;328;80;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
03/01/2017;08/01/2017;5;franquia;;;infantil;;;unisex;14;;51;62;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
03/01/2017;22/01/2017;19;franquia;;;adulto;;;feminino;39;;197;88;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
03/01/2017;04/02/2017;32;Infantil;;;adulto;;;feminino;39;;228;40;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2017;11/01/2017;7;Infantil;;;infantil;;;unisex;26;;123;78;8252;CHAVEIRO HAVAIANAS ORIGINE              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2020;09/01/2020;5;Infantil;;;adulto;;;masculino;31;;331;43;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;04/02/2017;31;Infantil;;;infantil;;;feminino;27;;283;59;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
04/01/2017;09/01/2017;5;franquia;;;adulto;;;unisex;30;;298;91;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;29/01/2017;25;franquia;;;adulto;;;unisex;39;;225;57;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;10/01/2017;6;Infantil;;;infantil;;;masculino;15;;334;41;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;05/02/2017;32;franquia;;;infantil;;;feminino;22;;114;71;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;26/01/2017;22;franquia;;;infantil;;;unisex;23;;313;51;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2020;11/01/2020;7;Infantil;;;adulto;;;feminino;41;;149;66;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;10/02/2017;37;franquia;;;infantil;;;feminino;13;;210;78;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
04/01/2017;23/01/2017;19;franquia;;;adulto;;;masculino;39;;61;47;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;08/01/2017;4;Infantil;;;infantil;;;feminino;17;;235;66;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2020;03/02/2020;30;Infantil;;;adulto;;;masculino;44;;184;42;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
04/01/2017;29/01/2017;25;franquia;;;adulto;;;unisex;35;;271;38;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
04/01/2017;25/01/2017;21;franquia;;;adulto;;;unisex;31;;293;50;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
04/01/2017;22/01/2017;18;franquia;;;infantil;;;unisex;11;;188;41;8265;TOALHA HAVAIANAS ANIMALS N              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;21/01/2017;17;Infantil;;;infantil;;;feminino;11;;93;66;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
04/01/2017;27/01/2017;23;franquia;;;adulto;;;masculino;30;;223;41;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
04/01/2017;20/01/2017;16;Infantil;;;adulto;;;masculino;45;;327;84;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
04/01/2017;09/02/2017;36;Infantil;;;infantil;;;unisex;25;;230;45;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
04/01/2017;09/02/2017;36;franquia;;;adulto;;;unisex;39;;211;95;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
04/01/2017;21/01/2017;17;Infantil;;;adulto;;;feminino;35;;270;72;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2017;28/01/2017;24;Infantil;;;adulto;;;unisex;31;;213;36;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2017;23/01/2017;19;franquia;;;adulto;;;feminino;32;;252;96;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2017;22/01/2017;18;franquia;;;adulto;;;feminino;35;;336;73;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
04/01/2020;19/01/2020;15;Infantil;;;adulto;;;unisex;36;;296;87;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;27/01/2017;23;franquia;;;adulto;;;feminino;43;;343;74;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
04/01/2017;27/01/2017;23;franquia;;;infantil;;;feminino;20;;281;71;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
04/01/2017;13/01/2017;9;franquia;;;adulto;;;unisex;36;;180;39;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2020;02/02/2020;29;franquia;;;infantil;;;unisex;19;;105;76;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
04/01/2017;20/01/2017;16;franquia;;;adulto;;;feminino;39;;114;56;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;28/01/2017;24;Infantil;;;infantil;;;masculino;13;;209;87;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
04/01/2020;02/02/2020;29;Infantil;;;adulto;;;masculino;42;;159;83;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;17/01/2017;13;franquia;;;infantil;;;feminino;16;;139;60;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
04/01/2020;17/01/2020;13;Infantil;;;infantil;;;masculino;22;;154;83;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
04/01/2017;01/02/2017;28;franquia;;;infantil;;;feminino;12;;254;39;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;10/02/2017;37;franquia;;;infantil;;;unisex;15;;225;64;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
04/01/2017;18/01/2017;14;franquia;;;adulto;;;feminino;31;;114;50;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
04/01/2020;02/02/2020;29;franquia;;;adulto;;;unisex;41;;298;85;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2020;22/01/2020;18;Infantil;;;adulto;;;masculino;35;;86;82;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;15/01/2017;11;franquia;;;adulto;;;unisex;45;;247;55;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
04/01/2020;27/01/2020;23;franquia;;;infantil;;;masculino;19;;73;80;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
04/01/2017;06/02/2017;33;Infantil;;;infantil;;;unisex;29;;294;76;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
04/01/2017;10/02/2017;37;franquia;;;adulto;;;unisex;43;;59;96;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
05/01/2017;18/01/2017;13;franquia;;;adulto;;;feminino;42;;156;48;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
05/01/2017;13/01/2017;8;Infantil;;;adulto;;;feminino;30;;217;75;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
05/01/2017;11/02/2017;37;Infantil;;;adulto;;;feminino;35;;350;62;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
05/01/2017;10/01/2017;5;franquia;;;adulto;;;unisex;39;;55;44;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2017;15/01/2017;10;franquia;;;adulto;;;feminino;30;;90;41;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
05/01/2020;14/01/2020;9;Infantil;;;infantil;;;unisex;24;;133;48;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
05/01/2017;28/01/2017;23;Infantil;;;adulto;;;feminino;42;;185;41;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2017;07/01/2017;2;Infantil;;;infantil;;;masculino;25;;260;36;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
05/01/2017;08/01/2017;3;franquia;;;adulto;;;masculino;34;;86;56;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
05/01/2020;30/01/2020;25;Infantil;;;infantil;;;unisex;18;;283;61;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 25,90 ; R$ 36,90 
05/01/2017;14/01/2017;9;Infantil;;;adulto;;;masculino;34;;72;80;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
05/01/2017;31/01/2017;26;franquia;;;adulto;;;unisex;40;;224;59;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
05/01/2017;08/01/2017;3;franquia;;;infantil;;;feminino;28;;66;40;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
05/01/2017;20/01/2017;15;franquia;;;adulto;;;masculino;44;;160;59;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
05/01/2020;29/01/2020;24;franquia;;;adulto;;;feminino;40;;114;58;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
05/01/2017;15/01/2017;10;franquia;;;adulto;;;unisex;38;;282;93;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
05/01/2017;12/01/2017;7;Infantil;;;infantil;;;unisex;22;;120;60;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
05/01/2017;06/02/2017;32;Infantil;;;adulto;;;unisex;36;;307;92;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2017;07/02/2017;33;Infantil;;;adulto;;;unisex;43;;303;96;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
05/01/2017;16/01/2017;11;franquia;;;infantil;;;masculino;24;;290;41;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
05/01/2017;08/01/2017;3;Infantil;;;adulto;;;feminino;32;;280;66;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2020;08/02/2020;34;Infantil;;;infantil;;;feminino;21;;76;70;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
05/01/2017;11/02/2017;37;franquia;;;adulto;;;masculino;33;;231;83;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
05/01/2020;18/01/2020;13;franquia;;;infantil;;;unisex;20;;325;79;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
05/01/2017;30/01/2017;25;Infantil;;;infantil;;;feminino;13;;67;61;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
05/01/2020;04/02/2020;30;franquia;;;adulto;;;masculino;46;;117;40;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
05/01/2017;26/01/2017;21;Infantil;;;infantil;;;feminino;20;;254;91;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
05/01/2020;23/01/2020;18;Infantil;;;adulto;;;masculino;36;;84;59;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 25,90 ; R$ 36,90 
05/01/2020;05/02/2020;31;Infantil;;;adulto;;;feminino;45;;313;55;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
05/01/2017;24/01/2017;19;Infantil;;;adulto;;;unisex;36;;298;53;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
05/01/2017;08/01/2017;3;franquia;;;adulto;;;unisex;45;;96;41;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
05/01/2017;01/02/2017;27;Infantil;;;infantil;;;unisex;13;;156;68;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
05/01/2017;12/01/2017;7;Infantil;;;adulto;;;masculino;39;;81;38;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
05/01/2017;11/02/2017;37;franquia;;;infantil;;;masculino;18;;316;59;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
05/01/2017;08/01/2017;3;Infantil;;;infantil;;;masculino;19;;305;50;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
05/01/2020;12/02/2020;38;franquia;;;adulto;;;masculino;30;;162;48;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
05/01/2017;07/01/2017;2;Infantil;;;adulto;;;feminino;42;;333;45;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2017;14/01/2017;9;franquia;;;infantil;;;masculino;10;;230;66;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
05/01/2020;20/01/2020;15;franquia;;;infantil;;;masculino;18;;249;66;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
05/01/2017;08/02/2017;34;Infantil;;;adulto;;;unisex;38;;235;89;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
05/01/2017;28/01/2017;23;franquia;;;adulto;;;feminino;41;;106;62;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
05/01/2017;24/01/2017;19;franquia;;;adulto;;;unisex;34;;287;93;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
05/01/2017;14/01/2017;9;Infantil;;;adulto;;;unisex;41;;102;50;8252;CHAVEIRO HAVAIANAS ORIGINE              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
